fold,max_depth,nrounds,alpha,gamma,eta,train_f2_score,val_f2_score,f2_score_diff,train_auc,val_auc,auc_diff,train_gain,val_gain,gain_diff,val_tp,val_fp,val_tn,val_fn
2,3,20,5,5,0.3,0.212510259115957,0.217854605730523,0.00534434661456601,0.77919960721174,0.784381646488721,0.00518203927698147,20767500,5381250,15386250,184,2871,43908,108
2,3,20,5,5,0.5,0.236185664666877,0.237973387922211,0.00178772325533369,0.792375000869365,0.791194576538413,0.00118042433095211,23446250,5875000,17571250,186,2554,44225,106
2,3,20,5,5,0.7,0.242557531714158,0.23741935483871,0.00513817687544849,0.798370286074164,0.788101264265929,0.0102690218082349,24281250,5816250,18465000,184,2523,44256,108
2,3,20,5,5,1,0.24556530522063,0.216049382716049,0.0295159225045807,0.805281598306514,0.760394035843856,0.0448875624626579,24938750,5e+06,19938750,168,2552,44227,124
2,3,20,5,10,0.3,0.21703743895822,0.222844617632733,0.00580717867451225,0.778304419778475,0.783909190314,0.00560477053552566,21106250,5477500,15628750,183,2755,44024,109
2,3,20,5,10,0.5,0.228068021364111,0.233366434955313,0.00529841359120206,0.789008071459241,0.793357984366595,0.00434991290735354,22628750,5825000,16803750,188,2672,44107,104
2,3,20,5,10,0.7,0.233733211631243,0.244094488188976,0.0103612765577338,0.780349676449799,0.792242055107856,0.0118923786580576,22517500,5997500,16520000,186,2456,44323,106
2,3,20,5,10,1,0.237820882145829,0.239628961607833,0.00180807946200365,0.790793069989557,0.791483167572851,0.000690097583294747,23463750,5908750,17555000,186,2527,44252,106
2,3,20,10,0,0.3,0.210884743046812,0.218249361504528,0.00736461845771508,0.783257043503757,0.79037587701073,0.00711883350697296,20847500,5476250,15371250,188,2951,43828,104
2,3,20,10,0,0.5,0.231902510003638,0.225766871165644,0.00613563883799353,0.797936875590024,0.785963552899718,0.0119733226903067,23472500,5566250,17906250,184,2723,44056,108
2,3,20,10,0,0.7,0.247965904688105,0.243200836820084,0.00476506786802175,0.801922669342237,0.792092415312222,0.00983025403001514,24882500,5980000,18902500,186,2470,44309,106
2,3,20,10,0,1,0.247836599643675,0.228146629069469,0.0196899705742059,0.806046371837845,0.777485257844595,0.0285611139932496,25145000,5483750,19661250,178,2555,44224,114
2,3,20,10,5,0.3,0.21017318499828,0.218350754936121,0.00817756993784114,0.781630223648266,0.790397254124392,0.00876703047612648,20692500,5478750,15213750,188,2949,43830,104
2,3,20,10,5,0.5,0.228557232470033,0.232558139534884,0.00400090706485082,0.786495155898193,0.787235491162613,0.000740335264420189,22513750,5715000,16798750,184,2604,44175,108
2,3,20,10,5,0.7,0.236036382270049,0.237971391417425,0.00193500914737654,0.788232593299337,0.786698903646906,0.00153368965243095,23175000,5803750,17371250,183,2494,44285,109
2,3,20,10,5,1,0.238788032133595,0.236260914227016,0.00252711790657886,0.795459757276951,0.787898181686139,0.00756157559081228,23828750,5792500,18036250,184,2542,44237,108
2,3,20,10,10,0.3,0.20932115184457,0.210318382523821,0.000997230679250255,0.778138224643185,0.778357509970374,0.000219285327188512,20422500,5131250,15291250,181,2954,43825,111
2,3,20,10,10,0.5,0.227329974811083,0.237852963622488,0.0105229888114048,0.78105514098538,0.792671757055253,0.0116166160698725,22090000,5896250,16193750,187,2576,44203,105
2,3,20,10,10,0.7,0.231358297099098,0.240220530322919,0.00886223322382149,0.778436936171038,0.787083691692824,0.00864675552178595,22228750,5848750,16380000,183,2458,44321,109
2,3,20,10,10,1,0.231984829329962,0.230613279270147,0.0013715500598151,0.786384522337922,0.783896342083015,0.00248818025490671,22765000,5627500,17137500,182,2596,44183,110
2,2,30,0,0,0.3,0.220533498759305,0.230478589420655,0.00994509066134969,0.775675526350179,0.785362834043024,0.00968730769284543,21240000,5647500,15592500,183,2619,44160,109
2,2,30,0,0,0.5,0.232285167109409,0.230943967693084,0.00134119941632455,0.793157420222492,0.785448342497673,0.00770907772481899,23206250,5657500,17548750,183,2611,44168,109
2,2,30,0,0,0.7,0.241859589685677,0.226524930397368,0.0153346592883089,0.802004446847756,0.778673847326997,0.0233305995207587,24466250,5471250,18995000,179,2604,44175,113
2,2,30,0,0,1,0.24025069637883,0.235813366960908,0.00443732941792216,0.797217512653379,0.792308346122997,0.00490916653038198,24045000,5853750,18191250,187,2610,44169,105
2,2,30,0,5,0.3,0.221404515404765,0.232205956587582,0.0108014411828171,0.77547457720492,0.787171359821627,0.0116967826167068,21297500,5707500,15590000,184,2610,44169,108
2,2,30,0,5,0.5,0.234242709313264,0.233002291825821,0.00124041748744314,0.791650309640361,0.78582244198676,0.00582786765360144,23258750,5701250,17557500,183,2576,44203,109
2,2,30,0,5,0.7,0.2425561443351,0.226926977687627,0.015629166647473,0.801375415510716,0.778748667224814,0.0226267482859019,24475000,5480000,18995000,179,2597,44182,113
2,2,30,0,5,1,0.244025474493978,0.221886031265759,0.0221394432282193,0.803510482162643,0.773344467002668,0.0301660151599754,24716250,5302500,19413750,176,2622,44157,116
2,2,30,0,10,0.3,0.221705046545811,0.229300941993059,0.00759589544724812,0.780719524913073,0.788124801053745,0.00740527614067255,21630000,5667500,15962500,185,2681,44098,107
2,2,30,0,10,0.5,0.232675771370764,0.232110797640421,0.000564973730343144,0.787256719642415,0.782675686930121,0.00458103271229393,22870000,5636250,17233750,181,2550,44229,111
2,2,30,0,10,0.7,0.233892596519678,0.23346794548208,0.00042465103759845,0.792707423169181,0.788894377145581,0.00381304602359989,23298750,5757500,17541250,185,2609,44170,107
2,2,30,0,10,1,0.234643504342936,0.226928895612708,0.00771460873022767,0.793218342119106,0.780236536298486,0.01298180582062,23386250,5502500,17883750,180,2618,44161,112
2,2,30,5,0,0.3,0.221099956888588,0.231804586241276,0.0107046293526884,0.77837816480891,0.790082966627983,0.0117048018190731,21443750,5745000,15698750,186,2658,44121,106
2,2,30,5,0,0.5,0.237929065414631,0.233265720081136,0.00466334533349519,0.793434248918052,0.787363753844586,0.00607049507346635,23638750,5730000,17908750,184,2592,44187,108
2,2,30,5,0,0.7,0.237718910033508,0.23542886230593,0.00229004772757799,0.794146117013235,0.789247099521006,0.00489901749222887,23668750,5798750,17870000,185,2576,44203,107
2,2,30,5,0,1,0.240600538945207,0.236210418794688,0.00439012015051879,0.793901875778539,0.78938605075981,0.00451582501872927,23857500,5815000,18042500,185,2563,44216,107
2,2,30,5,5,0.3,0.216212960732354,0.224499755978526,0.00828679524617243,0.777397484478632,0.785717716092603,0.00832023161397155,20985000,5537500,15447500,184,2746,44033,108
2,2,30,5,5,0.5,0.237728585178056,0.234778121775026,0.00295046340302996,0.790027758824604,0.784644541061189,0.00538321776341455,23408750,5715000,17693750,182,2526,44253,110
2,2,30,5,5,0.7,0.241292892944352,0.233729338842975,0.00756355410137644,0.794396761807532,0.782964277964559,0.0114324838429732,23937500,5670000,18267500,181,2523,44256,111
2,2,30,5,5,1,0.241201162415241,0.233367715317174,0.00783344709806674,0.792879500245069,0.782900146623573,0.00997935362149649,23833750,5662500,18171250,181,2529,44250,111
2,2,30,5,10,0.3,0.219170438340877,0.228241785803863,0.00907134746298591,0.773928459587705,0.783458111252942,0.00952965166523689,21028750,5576250,15452500,182,2637,44142,110
2,2,30,5,10,0.5,0.225677982173336,0.236875800256082,0.0111978180827461,0.777772107586024,0.789503624884952,0.0117315172989274,21766250,5828750,15937500,185,2552,44227,107
2,2,30,5,10,0.7,0.230957282552753,0.240522875816993,0.00956559326424,0.780229967176438,0.788635692107482,0.00840572493104397,22310000,5878750,16431250,184,2473,44306,108
2,2,30,5,10,1,0.236036604607132,0.228017132779038,0.00801947182809401,0.79234827933448,0.781927487951947,0.0104207913825334,23433750,5548750,17885000,181,2620,44159,111
2,2,30,10,0,0.3,0.215044195289791,0.223235717714834,0.00819152242504381,0.779736710062927,0.788436928876,0.00870021881307281,21018750,5552500,15466250,186,2812,43967,106
2,2,30,10,0,0.5,0.232413234469437,0.238993710691824,0.00658047622238653,0.790941651332288,0.79737051252655,0.00642886119426123,23078750,5991250,17087500,190,2617,44162,102
2,2,30,10,0,0.7,0.239088575096277,0.244908481567414,0.00581990647113701,0.791764136973124,0.798396613982331,0.00663247700920733,23615000,6111250,17503750,190,2521,44258,102
2,2,30,10,0,1,0.247404389538704,0.243386243386243,0.00401814615246074,0.796177491298114,0.789116677164879,0.00706081413323445,24467500,5935000,18532500,184,2428,44351,108
2,2,30,10,5,0.3,0.215540180947312,0.220921901122522,0.00538172017520972,0.781315431155626,0.786489451858594,0.0051740207029678,21151250,5476250,15675000,185,2834,43945,107
2,2,30,10,5,0.5,0.232250755287009,0.236882322975038,0.00463156768802914,0.787925833281781,0.791002182515454,0.00307634923367239,22880000,5852500,17027500,186,2572,44207,106
2,2,30,10,5,0.7,0.238854539537911,0.245488322717622,0.00663378317971125,0.787600352175188,0.790967957170806,0.00336760499561861,23333750,6e+06,17333750,185,2415,44364,107
2,2,30,10,5,1,0.235128745767044,0.241352607124419,0.0062238613573756,0.787697624968017,0.793281004794623,0.00558337982660662,23076250,5967500,17108750,187,2519,44260,105
2,2,30,10,10,0.3,0.216418812719139,0.227826510721248,0.0114076980021084,0.77670164930438,0.79082263672348,0.0141209874191001,20962500,5680000,15282500,187,2749,44030,105
2,2,30,10,10,0.5,0.227315364892752,0.235991923271075,0.00867655837832304,0.782912303674504,0.79234041179349,0.00942810811898609,22201250,5857500,16343750,187,2607,44172,105
2,2,30,10,10,0.7,0.224098330126016,0.236828774062817,0.0127304439368002,0.780443217836515,0.792490051589125,0.0120468337526102,21803750,5875000,15928750,187,2593,44186,105
2,2,30,10,10,1,0.22959517882877,0.234210526315789,0.00461534748701967,0.773650001976661,0.778564802084532,0.00491480010787082,21807500,5610000,16197500,178,2454,44325,114
2,3,30,0,0,0.3,0.234124042500618,0.2325,0.00162404250061776,0.795739274140619,0.790211229309956,0.00552804483066327,23505000,5760000,17745000,186,2646,44133,106
2,3,30,0,0,0.5,0.250046766851656,0.23551637279597,0.0145303940556858,0.815095960509232,0.792254903338842,0.0228410571703903,25893750,5847500,20046250,187,2615,44164,105
2,3,30,0,0,0.7,0.264096846129341,0.233632862644416,0.0304639834849246,0.827640204324569,0.784441458481399,0.0431987458431701,27671250,5691250,21980000,182,2545,44234,110
2,3,30,0,0,1,0.268820657759507,0.227446971633018,0.0413736861264886,0.831425602579763,0.777356995162623,0.05406860741714,28230000,5468750,22761250,178,2567,44212,114
2,3,30,0,5,0.3,0.233910734606145,0.234435049961568,0.000524315355423077,0.788974392716515,0.786078967350705,0.00289542536581,23067500,5731250,17336250,183,2552,44227,109
2,3,30,0,5,0.5,0.252906063462143,0.236761710794297,0.0161443526678453,0.816714226270636,0.790980805401792,0.0257334208688447,26196250,5850000,20346250,186,2574,44205,106
2,3,30,0,5,0.7,0.259922616075886,0.228585782466717,0.0313368336091693,0.828484083207931,0.783522242593928,0.044961840614003,27460000,5583750,21876250,182,2631,44148,110
2,3,30,0,5,1,0.267701260911736,0.232138251225174,0.035563009686562,0.827824045281654,0.781187817856449,0.0466362274252047,27908750,5613750,22295000,180,2529,44250,112
2,3,30,0,10,0.3,0.235146180446401,0.232024477307496,0.00312170313890434,0.79218795012517,0.784152867446961,0.00803508267820963,23358750,5657500,17701250,182,2572,44207,110
2,3,30,0,10,0.5,0.241732679492016,0.231375540300025,0.0103571391919902,0.801231119222337,0.784035293321819,0.0171958259005184,24407500,5643750,18763750,182,2583,44196,110
2,3,30,0,10,0.7,0.248477075985893,0.226566545831176,0.0219105301547174,0.804646685028876,0.772733059589144,0.0319136254397322,25096250,5382500,19713750,175,2519,44260,117
2,3,30,0,10,1,0.249352546649844,0.23406506215287,0.0152874844969743,0.795740855012246,0.777044867340368,0.0186959876718782,24566250,5583750,18982500,177,2436,44343,115
2,3,30,5,0,0.3,0.230079252933587,0.229276895943563,0.000802356990024622,0.791624663372719,0.783650505275901,0.0079741580968179,22943750,5598750,17345000,182,2619,44160,110
2,3,30,5,0,0.5,0.249572973998861,0.230304555751321,0.0192684182475398,0.810110749323085,0.785330768372531,0.0247799809505539,25531250,5643750,19887500,183,2622,44157,109
2,3,30,5,0,0.7,0.2609375,0.233808452113028,0.0271290478869717,0.829409723582194,0.791944935190741,0.0374647883914531,27590000,5811250,21778750,187,2644,44135,105
2,3,30,5,0,1,0.269606279114288,0.226516508830305,0.043089770283983,0.834596405532602,0.775698109179655,0.0588982963529474,28501250,5426250,23075000,177,2562,44217,115
2,3,30,5,5,0.3,0.226153565566296,0.228282329713722,0.0021287641474258,0.789011281246351,0.787932407030786,0.00107887421556474,22478750,5645000,16833750,185,2699,44080,107
2,3,30,5,5,0.5,0.247153126789236,0.236443073759959,0.0107100530292771,0.805176846686841,0.787930247356632,0.0172465993302088,25041250,5796250,19245000,184,2539,44240,108
2,3,30,5,5,0.7,0.24364406779661,0.237724084177709,0.00591998361890167,0.797805386420848,0.786656149419582,0.011149237001266,24320000,5798750,18521250,183,2498,44281,109
2,3,30,5,5,1,0.252959824027949,0.223354231974922,0.0296055920530268,0.808030722627174,0.766204401225582,0.0418263214015914,25618750,5225000,20393750,171,2489,44290,121
2,3,30,5,10,0.3,0.226568311430697,0.235588972431078,0.00902066100038096,0.784258547413703,0.793764149526175,0.00950560211247153,22225000,5872500,16352500,188,2634,44145,104
2,3,30,5,10,0.5,0.231139053254438,0.240180135101326,0.00904108184688818,0.792197041852879,0.800581398924175,0.00838435707129626,23060000,6063750,16996250,192,2637,44142,100
2,3,30,5,10,0.7,0.233733211631243,0.244094488188976,0.0103612765577338,0.780349676449799,0.792242055107856,0.0118923786580576,22517500,5997500,16520000,186,2456,44323,106
2,3,30,5,10,1,0.237820882145829,0.239628961607833,0.00180807946200365,0.790793069989557,0.791483167572851,0.000690097583294747,23463750,5908750,17555000,186,2527,44252,106
2,3,30,10,0,0.3,0.223911998076461,0.232160312805474,0.00824831472901347,0.788942342889272,0.796119951377316,0.00717760848804416,22295000,5845000,16450000,190,2734,44045,102
2,3,30,10,0,0.5,0.249508591718978,0.237912509593246,0.0115960821257315,0.809345438158132,0.791183887981582,0.0181615501765503,25476250,5873750,19602500,186,2555,44224,106
2,3,30,10,0,0.7,0.258720184662734,0.24270591272915,0.0160142719335835,0.818428151924005,0.795014710675408,0.0234134412485969,26695000,6018750,20676250,188,2517,44262,104
2,3,30,10,0,1,0.260788475143096,0.230569948186529,0.0302185269565675,0.820276760519042,0.777923488674669,0.0423532718443732,26953750,5535000,21418750,178,2514,44265,114
2,3,30,10,5,0.3,0.223943832465803,0.233128834355828,0.009185001890025,0.787093196660614,0.796301656843444,0.00920846018283028,22187500,5866250,16321250,190,2717,44062,102
2,3,30,10,5,0.5,0.233656553018455,0.23190621814475,0.00175033487370449,0.791543423500821,0.784131490333299,0.00741193316752276,23208750,5655000,17553750,182,2574,44205,110
2,3,30,10,5,0.7,0.239882506527415,0.24219163578613,0.00230912925871515,0.788151353427439,0.787415036954587,0.000736316472852328,23440000,5887500,17552500,183,2427,44352,109
2,3,30,10,5,1,0.238788032133595,0.236260914227016,0.00252711790657886,0.795459757276951,0.787898181686139,0.00756157559081228,23828750,5792500,18036250,184,2542,44237,108
2,3,30,10,10,0.3,0.222758662836888,0.229120473022912,0.00636181018602394,0.782779771267322,0.789580604456923,0.00680083318960134,21836250,5686250,16150000,186,2705,44074,106
2,3,30,10,10,0.5,0.230200229562556,0.24,0.00979977043744426,0.781584227376103,0.791547298913838,0.00996307153773501,22337500,5916250,16421250,186,2521,44258,106
2,3,30,10,10,0.7,0.231358297099098,0.240220530322919,0.00886223322382149,0.778436936171038,0.787083691692824,0.00864675552178595,22228750,5848750,16380000,183,2458,44321,109
2,3,30,10,10,1,0.231984829329962,0.230613279270147,0.0013715500598151,0.786384522337922,0.783896342083015,0.00248818025490671,22765000,5627500,17137500,182,2596,44183,110
2,2,40,0,0,0.3,0.230201426247967,0.23845763571791,0.00825620946994265,0.78680245354937,0.794277200254066,0.00747474670469539,22657500,5932500,16725000,188,2586,44193,104
2,2,40,0,0,0.5,0.241777045440142,0.230650948231676,0.0111260972084659,0.798985956643761,0.780920603935673,0.0180653527080875,24266250,5582500,18683750,180,2554,44225,112
2,2,40,0,0,0.7,0.245992945107989,0.228065802592223,0.017927142515766,0.81175467736675,0.78491391465612,0.0268407627106303,25391250,5595000,19796250,183,2661,44118,109
2,2,40,0,0,1,0.249464533198942,0.223805951487872,0.0256585817110697,0.811223978075164,0.778160796599106,0.0330631814760576,25597500,5411250,20186250,179,2652,44127,113
2,2,40,0,5,0.3,0.225344318740777,0.232182766327291,0.00683844758651356,0.78476733184376,0.791645655599471,0.00687832375571107,22160000,5776250,16383750,187,2672,44107,105
2,2,40,0,5,0.5,0.242462710250714,0.226690573770492,0.0157721364802222,0.799480842672754,0.775730174850148,0.0237506678226058,24346250,5430000,18916250,177,2559,44220,115
2,2,40,0,5,0.7,0.244449987528062,0.229093640460691,0.0153563470673708,0.807345054447873,0.785106308679079,0.0222387457687939,24995000,5617500,19377500,183,2643,44136,109
2,2,40,0,5,1,0.248641476052066,0.221743537759757,0.0268979382923095,0.809198469716265,0.771835220815335,0.0373632489009301,25407500,5277500,20130000,175,2603,44176,117
2,2,40,0,10,0.3,0.228365384615385,0.235707121364092,0.00734173674870761,0.788320252745455,0.793785526639837,0.00546527389438223,22610000,5875000,16735000,188,2632,44147,104
2,2,40,0,10,0.5,0.234050705664474,0.232979549572871,0.00107115609160324,0.786383984704301,0.781337457652084,0.00504652705221631,22916250,5631250,17285000,180,2515,44264,112
2,2,40,0,10,0.7,0.233994758517409,0.23352688714971,0.000467871367699574,0.792726128243601,0.788905065702413,0.0038210625411883,23307500,5758750,17548750,185,2608,44171,107
2,2,40,0,10,1,0.234643504342936,0.226928895612708,0.00771460873022767,0.793218342119106,0.780236536298486,0.01298180582062,23386250,5502500,17883750,180,2618,44161,112
2,2,40,5,0,0.3,0.226708074534162,0.231539424280351,0.00483134974618896,0.783913301980066,0.788541654770157,0.00462835279009066,22215000,5716250,16498750,185,2642,44137,107
2,2,40,5,0,0.5,0.242659315296833,0.233716475095785,0.00894284020104746,0.796885090353563,0.785950704668732,0.0109343856848303,24192500,5716250,18476250,183,2564,44215,109
2,2,40,5,0,0.7,0.244645376426831,0.237850347132939,0.00679502929389173,0.799480305039133,0.789674641794249,0.00980566324488397,24497500,5848750,18648750,185,2536,44243,107
2,2,40,5,0,1,0.248634573860028,0.242508887760284,0.00612568609974354,0.807689224614267,0.799489006453253,0.00820021816101446,25307500,6087500,19220000,191,2579,44200,101
2,2,40,5,5,0.3,0.223306265907163,0.226161369193154,0.00285510328599126,0.785854376694576,0.787526241871206,0.00167186517663065,22062500,5597500,16465000,185,2737,44042,107
2,2,40,5,5,0.5,0.237253912165573,0.230847285641806,0.00640662652376675,0.794063280255092,0.783939096310339,0.0101241839447523,23630000,5632500,17997500,182,2592,44187,110
2,2,40,5,5,0.7,0.242211184931949,0.233705531030901,0.0085056539010476,0.794554418863354,0.781465720334057,0.0130886985292968,24011250,5646250,18365000,180,2503,44276,112
2,2,40,5,5,1,0.24275595621378,0.233572895277207,0.00918306093657242,0.795774533754972,0.784430769924568,0.0113437638304043,24127500,5690000,18437500,182,2546,44233,110
2,2,40,5,10,0.3,0.225499231950845,0.230673316708229,0.00517408475738457,0.785168692500656,0.788381326417691,0.00321263391703464,22196250,5697500,16498750,185,2657,44122,107
2,2,40,5,10,0.5,0.225677982173336,0.236875800256082,0.0111978180827461,0.777772107586024,0.789503624884952,0.0117315172989274,21766250,5828750,15937500,185,2552,44227,107
2,2,40,5,10,0.7,0.230957282552753,0.240522875816993,0.00956559326424,0.780229967176438,0.788635692107482,0.00840572493104397,22310000,5878750,16431250,184,2473,44306,108
2,2,40,5,10,1,0.236036604607132,0.228017132779038,0.00801947182809401,0.79234827933448,0.781927487951947,0.0104207913825334,23433750,5548750,17885000,181,2620,44159,111
2,2,40,10,0,0.3,0.223961468994582,0.230918813806514,0.0069573448119328,0.788581064534703,0.795884803127033,0.00730373859232947,22277500,5817500,16460000,190,2756,44023,102
2,2,40,10,0,0.5,0.238095238095238,0.243256869170658,0.00516163107541975,0.797584672948546,0.802625072953061,0.005040400004515,23913750,6151250,17762500,193,2606,44173,99
2,2,40,10,0,0.7,0.242021778812866,0.239814337287262,0.00220744152560437,0.801281890138619,0.791515233243345,0.00976665689527434,24431250,5912500,18518750,186,2524,44255,106
2,2,40,10,0,1,0.249498414342114,0.236547959448921,0.0129504548931926,0.803308457750142,0.78495450920929,0.018353948540852,25076250,5751250,19325000,182,2497,44282,110
2,2,40,10,5,0.3,0.222689331627369,0.231242312423124,0.00855298079575573,0.783507672283436,0.792962507763845,0.00945483548040982,21873750,5778750,16095000,188,2709,44070,104
2,2,40,10,5,0.5,0.232250755287009,0.236882322975038,0.00463156768802914,0.787925833281781,0.791002182515454,0.00307634923367239,22880000,5852500,17027500,186,2572,44207,106
2,2,40,10,5,0.7,0.238854539537911,0.245488322717622,0.00663378317971125,0.787600352175188,0.790967957170806,0.00336760499561861,23333750,6e+06,17333750,185,2415,44364,107
2,2,40,10,5,1,0.235128745767044,0.241352607124419,0.0062238613573756,0.787697624968017,0.793281004794623,0.00558337982660662,23076250,5967500,17108750,187,2519,44260,105
2,2,40,10,10,0.3,0.22178278065105,0.231413096996553,0.00963031634550385,0.78258737621615,0.792994573434339,0.0104071972181885,21746250,5782500,15963750,188,2706,44073,104
2,2,40,10,10,0.5,0.227329580988118,0.235991923271075,0.00866234228295767,0.782914975827992,0.79234041179349,0.00942543596549761,22202500,5857500,16345000,187,2607,44172,105
2,2,40,10,10,0.7,0.224098330126016,0.236828774062817,0.0127304439368002,0.780443217836515,0.792490051589125,0.0120468337526102,21803750,5875000,15928750,187,2593,44186,105
2,2,40,10,10,1,0.22959517882877,0.234210526315789,0.00461534748701967,0.773650001976661,0.778564802084532,0.00491480010787082,21807500,5610000,16197500,178,2454,44325,114
2,3,40,0,0,0.3,0.251289060073306,0.23247140726007,0.018817652813236,0.817950911716807,0.791699098383627,0.0262518133331806,26168750,5782500,20386250,187,2667,44112,105
2,3,40,0,0,0.5,0.262647132481843,0.232056809535886,0.0305903229459568,0.831207561260949,0.785651425077463,0.0455561361834863,27825000,5681250,22143750,183,2592,44187,109
2,3,40,0,0,0.7,0.275284450063211,0.229987293519695,0.045297156543516,0.845397867639819,0.782290898884203,0.0631069687556162,29615000,5591250,24023750,181,2586,44193,111
2,3,40,0,0,1,0.283331169674153,0.221354166666667,0.0619770030074863,0.847365647874595,0.764353121219655,0.0830125266549397,30232500,5160000,25072500,170,2502,44277,122
2,3,40,0,5,0.3,0.248353715898401,0.237792472024415,0.0105612438739857,0.811034255177481,0.792661068498422,0.0183731866790586,25508750,5895000,19613750,187,2577,44202,105
2,3,40,0,5,0.5,0.265612199886571,0.235354310565362,0.0302578893212094,0.833205810451341,0.787737853333673,0.0454679571176684,28153750,5773750,22380000,184,2557,44222,108
2,3,40,0,5,0.7,0.268889314683528,0.228900255754476,0.0399890589290524,0.833341552645633,0.77911207815707,0.0542294744885631,28368750,5522500,22846250,179,2563,44216,113
2,3,40,0,5,1,0.282638391985949,0.232527929332294,0.0501104626536553,0.845730811558638,0.779764080123765,0.0659667314348732,30073750,5598750,24475000,179,2502,44277,113
2,3,40,0,10,0.3,0.242184059885513,0.239003305364861,0.00318075452065159,0.801685922949003,0.794373397265545,0.0073125256834583,24468750,5943750,18525000,188,2577,44202,104
2,3,40,0,10,0.5,0.242838171125024,0.23190621814475,0.0109319529802734,0.801048875151498,0.784131490333299,0.0169173848181997,24473750,5655000,18818750,182,2574,44205,110
2,3,40,0,10,0.7,0.248493010132102,0.226625226625227,0.0218677835068755,0.804649357182364,0.772743748145975,0.0319056090363896,25097500,5383750,19713750,175,2518,44261,117
2,3,40,0,10,1,0.249352546649844,0.23406506215287,0.0152874844969743,0.795740855012246,0.777044867340368,0.0186959876718782,24566250,5583750,18982500,177,2436,44343,115
2,3,40,5,0,0.3,0.240666749906355,0.237673830594185,0.00299291931217074,0.801793346722165,0.794138249015262,0.00765509770690276,24367500,5916250,18451250,188,2599,44180,104
2,3,40,5,0,0.5,0.254572883273619,0.232997481108312,0.0215754021653064,0.818884030917914,0.788808868690933,0.030075162226981,26453750,5747500,20706250,185,2617,44162,107
2,3,40,5,0,0.7,0.272288098375055,0.229346173340091,0.0429419250349636,0.84378761833888,0.782173324759061,0.0616142935798185,29316250,5577500,23738750,181,2597,44182,111
2,3,40,5,0,1,0.28949759833831,0.224274406332454,0.065223192005856,0.855549980434712,0.764887549061208,0.0906624313735039,31182500,5222500,25960000,170,2452,44327,122
2,3,40,5,5,0.3,0.237399788701759,0.237377543330821,2.2245370937285e-05,0.798582999100619,0.795583363861609,0.00299963523901037,23926250,5933750,17992500,189,2624,44155,103
2,3,40,5,5,0.5,0.252095504191008,0.239795918367347,0.0122995858236614,0.812422178105253,0.794512348504349,0.0179098296009043,25855000,5960000,19895000,188,2564,44215,104
2,3,40,5,5,0.7,0.24364406779661,0.237724084177709,0.00591998361890167,0.797805386420848,0.786656149419582,0.011149237001266,24320000,5798750,18521250,183,2498,44281,109
2,3,40,5,5,1,0.252959824027949,0.223354231974922,0.0296055920530268,0.808030722627174,0.766204401225582,0.0418263214015914,25618750,5225000,20393750,171,2489,44290,121
2,3,40,5,10,0.3,0.231825626811138,0.233918128654971,0.002092501843833,0.787101734740082,0.787481327969728,0.000379593229645869,22797500,5743750,17053750,184,2581,44198,108
2,3,40,5,10,0.5,0.231153300869136,0.240180135101326,0.00902683423218964,0.792199714006367,0.800581398924175,0.00838168491780778,23061250,6063750,16997500,192,2637,44142,100
2,3,40,5,10,0.7,0.233733211631243,0.244094488188976,0.0103612765577338,0.780349676449799,0.792242055107856,0.0118923786580576,22517500,5997500,16520000,186,2456,44323,106
2,3,40,5,10,1,0.237820882145829,0.239628961607833,0.00180807946200365,0.790793069989557,0.791483167572851,0.000690097583294747,23463750,5908750,17555000,186,2527,44252,106
2,3,40,10,0,0.3,0.238683381708145,0.23488255872064,0.00380082298750578,0.802187228552216,0.793635886844202,0.00855134170801397,24248750,5857500,18391250,188,2646,44133,104
2,3,40,10,0,0.5,0.256933375836787,0.241583140580828,0.0153502352559592,0.81775957591826,0.794822316652449,0.0229372592658105,26533750,5996250,20537500,188,2535,44244,104
2,3,40,10,0,0.7,0.266052698899974,0.238586535981429,0.0274661629185454,0.829090124416199,0.789802904476221,0.0392872199399773,27895000,5863750,22031250,185,2524,44255,107
2,3,40,10,0,1,0.274601020869678,0.228111814345992,0.0464892065236859,0.837268575035717,0.770035223919409,0.0672333511163084,28993750,5370000,23623750,173,2451,44328,119
2,3,40,10,5,0.3,0.236007462686567,0.237737737737738,0.0017302750511706,0.796458621062646,0.797146052833097,0.000687431770451386,23690000,5965000,17725000,190,2638,44141,102
2,3,40,10,5,0.5,0.233656553018455,0.23190621814475,0.00175033487370449,0.791543423500821,0.784131490333299,0.00741193316752276,23208750,5655000,17553750,182,2574,44205,110
2,3,40,10,5,0.7,0.239882506527415,0.24219163578613,0.00230912925871515,0.788151353427439,0.787415036954587,0.000736316472852328,23440000,5887500,17552500,183,2427,44352,109
2,3,40,10,5,1,0.238788032133595,0.236260914227016,0.00252711790657886,0.795459757276951,0.787898181686139,0.00756157559081228,23828750,5792500,18036250,184,2542,44237,108
2,3,40,10,10,0.3,0.224004936747917,0.232093835787372,0.00808889903945487,0.781909708482696,0.790136409412138,0.00822670092944178,21883750,5751250,16132500,186,2653,44126,106
2,3,40,10,10,0.5,0.230200229562556,0.24,0.00979977043744426,0.781584227376103,0.791547298913838,0.00996307153773501,22337500,5916250,16421250,186,2521,44258,106
