train_f2_score,val_f2_score,f2_score_diff,train_auc,val_auc,auc_diff,train_gain,val_gain,gain_diff,val_tp,val_fp,val_tn,val_fn
0.140941567974944,0.140941567974944,0.0156058472945498,0.687418364532214,0.682762294383363,0.00465607014885117,5153750,353750,4800000,28,809,22657,42
