max_depth,nrounds,alpha,gamma,train_f2_score,val_f2_score,f2_score_diff,train_auc,val_auc,auc_diff,train_gain,val_gain,gain_diff
2,30,15,15,0.147257506802511,0.147257506802511,0.0142524396212136,0.698437581618609,0.690879728170988,0.0212070119788938,5755750,579875,5175875
2,40,15,15,0.147331141232618,0.147331141232618,0.0146844233543581,0.697364162843656,0.689052969270443,0.021647267914462,5749875,571875,5178000
2,50,15,15,0.147354701360843,0.147354701360843,0.0146740995253597,0.697368188970853,0.689055100739451,0.0216482152486044,5752000,572000,5180000
2,60,15,15,0.147354701360843,0.147354701360843,0.0146740995253597,0.697368188970853,0.689055100739451,0.0216482152486044,5752000,572000,5180000
2,70,15,15,0.147354701360843,0.147354701360843,0.0146740995253597,0.697368188970853,0.689055100739451,0.0216482152486044,5752000,572000,5180000
2,80,15,15,0.147354701360843,0.147354701360843,0.0146740995253597,0.697368188970853,0.689055100739451,0.0216482152486044,5752000,572000,5180000
2,30,10,15,0.148917177245462,0.148917177245462,0.0130951377542641,0.702792695290277,0.693868777352308,0.0205673310286682,5944875,589625,5355250
2,30,15,10,0.148442665285304,0.148442665285304,0.0148885122065434,0.704384645316117,0.692365450212842,0.023630597227622,5928250,567875,5360375
2,40,10,15,0.150056306364751,0.150056306364751,0.0128265454616842,0.70213962786024,0.690894451039288,0.0194517250529994,6028750,580250,5448500
2,50,10,15,0.150094621325771,0.150094621325771,0.012844427040386,0.70214554863553,0.690898713977304,0.0194538565321038,6031875,580500,5451375
2,60,10,15,0.150096229324524,0.150096229324524,0.0128460350391391,0.702145785466542,0.690898713977304,0.0194540933631154,6032000,580500,5451500
2,70,10,15,0.150096229324524,0.150096229324524,0.0128460350391391,0.702145785466542,0.690898713977304,0.0194540933631154,6032000,580500,5451500
2,80,10,15,0.150096229324524,0.150096229324524,0.0128460350391391,0.702145785466542,0.690898713977304,0.0194540933631154,6032000,580500,5451500
2,40,15,10,0.150329608574982,0.150329608574982,0.0152473460151734,0.704171128756625,0.692744854785825,0.0238141612157233,6078750,590125,5488625
2,50,15,10,0.150370554850928,0.150370554850928,0.0152414890953048,0.70417776002495,0.69275124919285,0.0238110824428603,6082250,590500,5491750
2,60,15,10,0.150370554850928,0.150370554850928,0.0152414890953048,0.70417776002495,0.69275124919285,0.0238110824428603,6082250,590500,5491750
2,70,15,10,0.150370554850928,0.150370554850928,0.0152414890953048,0.70417776002495,0.69275124919285,0.0238110824428603,6082250,590500,5491750
2,80,15,10,0.150370554850928,0.150370554850928,0.0152414890953048,0.70417776002495,0.69275124919285,0.0238110824428603,6082250,590500,5491750
2,30,15,5,0.150097056991971,0.150097056991971,0.0131378247930217,0.706758127168233,0.695650167802861,0.0216187268404637,6093750,593500,5500250
2,30,5,15,0.151177261575687,0.151177261575687,0.0124608008759598,0.706673168673568,0.697739498218192,0.0194654453941056,6180750,617875,5562875
2,30,15,0,0.152276140197635,0.152276140197635,0.0163339891987357,0.707218741243023,0.691958697016889,0.0250927022653782,6269750,576250,5693500
2,30,10,5,0.153529987388624,0.153529987388624,0.0139282265369961,0.705693924152545,0.691784860008174,0.0206672450939526,6355500,599750,5755750
