max_depth,nrounds,alpha,gamma,train_f2_score,val_f2_score,f2_score_diff,train_auc,val_auc,auc_diff,train_gain,val_gain,gain_diff
2,10,5,5,0.0694389346624527,0.0694389346624527,0.00357396074494864,0.780475395853295,0.773542731000833,0.0195314663161828,-9223750,-9449375,679375
