fold,max_depth,nrounds,alpha,gamma,train_f2_score,val_f2_score,f2_score_diff,train_auc,val_auc,auc_diff,train_gain,val_gain,gain_diff,val_tp,val_fp,val_tn,val_fn
3,2,80,0,10,0.161546085232904,0.161546085232904,0.00467134513546988,0.717338066048289,0.720895063955001,0.00355699790671205,7172500,848750,6323750,37,764,22694,41
3,2,80,0,15,0.156329825278431,0.156329825278431,0.00510928911271333,0.703661095515564,0.708650047766767,0.00498895225120266,6551250,785000,5766250,35,737,22721,43
3,2,80,5,0,0.180523518202788,0.180523518202788,0.0263984048754989,0.742090661398476,0.701813497554823,0.0402771638436533,9021250,711250,8310000,34,757,22701,44
3,2,80,5,5,0.16638688654093,0.16638688654093,0.00695375988016844,0.725167451247827,0.71412245781331,0.0110449934345169,7676250,778750,6897500,36,781,22677,42
3,2,80,5,10,0.158415841584158,0.158415841584158,0.000758183926500788,0.712996012397767,0.708095865824572,0.00490014657319471,6860000,752500,6107500,35,763,22695,43
3,2,80,5,15,0.155926232905097,0.155926232905097,0.00995054434608747,0.700382175256756,0.709268173779215,0.00888599852245853,6470000,821250,5648750,35,708,22750,43
3,2,80,10,0,0.173352146744608,0.173352146744608,0.0152672325621328,0.730691053795862,0.708159809894826,0.0225312439010362,8282500,756250,7526250,35,760,22698,43
3,2,80,10,5,0.157926401283465,0.157926401283465,0.00546003357046085,0.709698145658031,0.70155772127381,0.00814042438422147,6768750,696250,6072500,34,769,22689,44
3,2,80,10,10,0.155790114685882,0.155790114685882,0.000316405057000896,0.704224515472802,0.702111903216004,0.00211261225679782,6518750,728750,5790000,34,743,22715,44
3,2,80,10,15,0.145066769142089,0.145066769142089,0.00911825288434312,0.699309092923838,0.707562998572462,0.00825390564862427,5573750,721250,4852500,35,788,22670,43
3,2,80,15,0,0.170068027210884,0.170068027210884,0.00034325656868256,0.724386384610287,0.721385301826942,0.00300108278334499,7923750,877500,7046250,37,741,22717,41
3,2,80,15,5,0.155184343184739,0.155184343184739,0.0113323084804279,0.708637380576433,0.72093769333517,0.0123003127587363,6538750,851250,5687500,37,762,22696,41
3,2,80,15,10,0.146292964681375,0.146292964681375,0.0145766005360164,0.703987208760461,0.720106420421878,0.0161192116614165,5733750,802500,4931250,37,801,22657,41
3,2,80,15,15,0.143070787637089,0.143070787637089,0.0120387014140062,0.689410756084398,0.701962700385413,0.0125519443010157,5297500,720000,4577500,34,750,22708,44
3,4,80,0,0,0.292007679094675,0.292007679094675,0.157996588521662,0.899166712973869,0.670103250544891,0.229063462428978,20013750,487500,19526250,29,741,22717,49
3,4,80,0,5,0.216474133601205,0.216474133601205,0.0675571660921802,0.793229272527779,0.69527535300406,0.0979539195237191,12591250,655000,11936250,33,763,22695,45
3,4,80,0,10,0.183213920163767,0.183213920163767,0.0156161548006381,0.741127234882005,0.715294765767952,0.0258324691140525,9172500,847500,8325000,36,726,22732,42
3,4,80,0,15,0.166009545548869,0.166009545548869,0.0060834777069449,0.714090171671359,0.721705022178209,0.00761485050684951,7437500,896250,6541250,37,726,22732,41
3,4,80,5,0,0.274281518774911,0.274281518774911,0.128604827045588,0.860441346176828,0.683350057167092,0.177091289009736,17717500,610000,17107500,31,721,22737,47
3,4,80,5,5,0.182622268470343,0.182622268470343,0.0363958533760038,0.736468065526309,0.683435315927429,0.0530327495988796,9022500,615000,8407500,31,717,22741,47
3,4,80,5,10,0.169785534062237,0.169785534062237,0.00792820272930941,0.716547764020656,0.722429721641078,0.00588195762042243,7745000,938750,6806250,37,692,22766,41
3,4,80,5,15,0.163134704154427,0.163134704154427,0.018336164995525,0.707863656719613,0.728733404600913,0.0208697478813,7120000,981250,6138750,38,697,22761,40
3,4,80,10,0,0.247310693946425,0.247310693946425,0.0976967943325252,0.821699163358604,0.683946868489455,0.137752294869149,15082500,645000,14437500,31,693,22765,47
3,4,80,10,5,0.167500766009601,0.167500766009601,0.00222400463260117,0.71948564762276,0.721385301826942,0.00189965420418226,7646250,877500,6768750,37,741,22717,41
3,4,80,10,10,0.164566191021769,0.164566191021769,0.00849274256101909,0.711298885446077,0.721832910318715,0.0105340248726383,7283750,903750,6380000,37,720,22738,41
3,4,80,10,15,0.164227813454048,0.164227813454048,0.0083512852995476,0.708661539378334,0.715955521160569,0.00729398178223439,7211250,886250,6325000,36,695,22763,42
3,4,80,15,0,0.211208258716949,0.211208258716949,0.048216887671887,0.772731579054562,0.703092378959887,0.0696392000946751,11668750,786250,10882500,34,697,22761,44
3,4,80,15,5,0.165439269785292,0.165439269785292,0.00843291066583585,0.713363338316117,0.721939483769137,0.00857614545301932,7383750,910000,6473750,37,715,22743,41
3,4,80,15,10,0.162020368274869,0.162020368274869,0.0105542585908028,0.710294959807263,0.721768966248462,0.0114740064411986,7083750,9e+05,6183750,37,723,22735,41
3,4,80,15,15,0.15631714654061,0.15631714654061,0.010186281471143,0.693999589687724,0.703561302141744,0.00956171245401971,6400000,813750,5586250,34,675,22783,44
3,6,80,0,0,0.401119402985075,0.401119402985075,0.248165816487184,0.981465377375402,0.672959419016201,0.308505958359201,27165000,655000,26510000,29,607,22851,49
3,6,80,0,5,0.263212435233161,0.263212435233161,0.127290105136073,0.849370695829967,0.664780043328939,0.184590652501028,16822500,502500,16320000,28,690,22768,50
3,6,80,0,10,0.225308641975309,0.225308641975309,0.0732349092564146,0.798823924379294,0.695765590876001,0.103058333503293,13235000,683750,12551250,33,740,22718,45
3,6,80,0,15,0.179569892473118,0.179569892473118,0.0198409476522083,0.724966858439078,0.69687395476039,0.0280929036786874,8560000,748750,7811250,33,688,22770,45
3,6,80,5,0,0.412114590920126,0.412114590920126,0.26343617682321,0.975788310370568,0.660948864418896,0.314839445951672,27137500,605000,26532500,27,569,22889,51
3,6,80,5,5,0.229401745795188,0.229401745795188,0.0599922588639203,0.794557894502855,0.709737096961072,0.0848207975417829,13292500,848750,12443750,35,686,22772,43
3,6,80,5,10,0.178121232050861,0.178121232050861,0.000450196520568075,0.718908493505567,0.716701535313523,0.00220695819204431,8331250,930000,7401250,36,660,22798,42
3,6,80,5,15,0.172413793103448,0.172413793103448,0.00102525545948531,0.714286979261357,0.710248649523097,0.00403832973825991,7871250,878750,6992500,35,662,22796,43
3,6,80,10,0,0.337481780468662,0.337481780468662,0.212231279466658,0.918756402464763,0.646167400110618,0.272589002354146,22436250,392500,22043750,25,661,22797,53
3,6,80,10,5,0.17643352236925,0.17643352236925,0.00805185726167296,0.725880550443113,0.715401339218374,0.0104792112247387,8382500,853750,7528750,36,721,22737,42
3,6,80,10,10,0.167861968610332,0.167861968610332,0.000264203247203054,0.716289618218012,0.715294765767952,0.000994852450059924,7608750,847500,6761250,36,726,22732,42
3,6,80,10,15,0.163508391987006,0.163508391987006,0.0155816370546204,0.702089489000022,0.722600239161753,0.0205107501617315,7041250,948750,6092500,37,684,22774,41
3,6,80,15,0,0.244959895946239,0.244959895946239,0.0960646029587268,0.810070067525109,0.683840295039033,0.126229772486075,14552500,638750,13913750,31,698,22760,47
3,6,80,15,5,0.172728248042056,0.172728248042056,0.000972522851215879,0.716280382827918,0.715848947710147,0.00043143511777155,7933750,880000,7053750,36,700,22758,42
3,6,80,15,10,0.165002627430373,0.165002627430373,0.0111878487601031,0.710063103266265,0.722237889430319,0.0121747861640534,7291250,927500,6363750,37,701,22757,41
3,6,80,15,15,0.160195204752811,0.160195204752811,0.00201853570520388,0.701637141767866,0.702985805509465,0.00134866374159892,6802500,780000,6022500,34,702,22756,44
4,2,30,0,0,0.160024778030147,0.160024778030147,0.00249912254346715,0.706779208536855,0.703028434889634,0.00375077364722121,6877500,782500,6095000,34,700,22758,44
4,2,30,0,5,0.16055740684641,0.16055740684641,0.00227062844789996,0.712023112640832,0.70243162356727,0.00959148907356166,7006250,747500,6258750,34,728,22730,44
4,2,30,0,10,0.157422852376981,0.157422852376981,0.0159875522472966,0.70124400228861,0.716062094610991,0.0148180923223807,6595000,892500,5702500,36,690,22768,42
4,2,30,0,15,0.148334732717604,0.148334732717604,0.00845969236950378,0.710090571586176,0.713717478701706,0.00362690711552993,5986250,755000,5231250,36,800,22658,42
4,2,30,5,0,0.157007269789984,0.157007269789984,0.00608685882138615,0.706982645356461,0.708884509357696,0.00190186400123504,6655000,798750,5856250,35,726,22732,43
4,2,30,5,5,0.155775844628768,0.155775844628768,0.00981753163618149,0.704866089663868,0.715017674796855,0.0101515851329872,6527500,831250,5696250,36,739,22719,42
4,2,30,5,10,0.146590483327089,0.146590483327089,0.00584854106315513,0.706593766796696,0.707285907601365,0.000692140804669172,5790000,705000,5085000,35,801,22657,43
4,2,30,5,15,0.149548532731377,0.149548532731377,0.00436527553599328,0.710296614566268,0.707520369192293,0.00277624537397458,6095000,718750,5376250,35,790,22668,43
4,2,30,10,0,0.156156455797246,0.156156455797246,0.00454143217336917,0.70814264161256,0.708543474316345,0.000400832703785214,6607500,778750,5828750,35,742,22716,43
4,2,30,10,5,0.148565573770492,0.148565573770492,0.00321239674121682,0.710770038739098,0.707179334150943,0.00359070458815458,6015000,698750,5316250,35,806,22652,43
4,2,30,10,10,0.156769835668918,0.156769835668918,0.00313855075271716,0.706947120704721,0.69600005246693,0.010947068237791,6636250,697500,5938750,33,729,22729,45
4,2,30,10,15,0.144717122517797,0.144717122517797,0.0017361866425803,0.703714853097121,0.694294877260177,0.00941997583694443,5590000,597500,4992500,33,809,22649,45
4,2,30,15,0,0.144088213491475,0.144088213491475,0.000469609637776536,0.704879585973453,0.700257525178661,0.00462206079479188,5545000,620000,4925000,34,830,22628,44
4,2,30,15,5,0.153961885656971,0.153961885656971,0.00104251587013127,0.70394742318923,0.695893479016507,0.00805394417272254,6372500,691250,5681250,33,734,22724,45
4,2,30,15,10,0.147044690052859,0.147044690052859,0.00380386641812328,0.702197479863877,0.688651949692959,0.0135455301709173,5778750,593750,5185000,32,773,22685,46
4,2,30,15,15,0.143448541446038,0.143448541446038,0.00426855792728309,0.696482282046816,0.6950835207933,0.00139876125351546,5401250,643750,4757500,33,772,22686,45
4,4,30,0,0,0.192634844391074,0.192634844391074,0.0291471059714552,0.760031769198264,0.714719269135673,0.0453125000625913,10243750,813750,9430000,36,753,22705,42
4,4,30,0,5,0.182630272952854,0.182630272952854,0.0280848184073991,0.747602184545561,0.701877441625076,0.0457247429204849,9291250,715000,8576250,34,754,22704,44
4,4,30,0,10,0.169858870967742,0.169858870967742,0.0197223832516364,0.725657691441839,0.695467185214819,0.0301905062270192,7935000,666250,7268750,33,754,22704,45
4,4,30,0,15,0.164891967331748,0.164891967331748,0.00849386306634531,0.713287552392405,0.696405031578533,0.0168825208138722,7343750,721250,6622500,33,710,22748,45
4,4,30,5,0,0.179423459244533,0.179423459244533,0.0292869715284273,0.742599610223046,0.695467185214819,0.0471324250082262,8960000,666250,8293750,33,754,22704,45
4,4,30,5,5,0.167416291854073,0.167416291854073,0.0130112055688777,0.724016928232191,0.701856126934991,0.0221608012972002,7728750,713750,7015000,34,755,22703,44
4,4,30,5,10,0.169027189083015,0.169027189083015,0.0117345294071328,0.719045379791554,0.69653291971904,0.0225124600725147,7743750,728750,7015000,33,704,22754,45
4,4,30,5,15,0.164316815260211,0.164316815260211,0.0119358628792591,0.71191203991575,0.690080033928614,0.0218320059871358,7277500,677500,6600000,32,706,22752,46
4,4,30,10,0,0.174902275233036,0.174902275233036,0.0200753171273894,0.73415943886395,0.701920071005245,0.0322393678587054,8463750,717500,7746250,34,752,22706,44
4,4,30,10,5,0.165879159545592,0.165879159545592,0.0071490008154329,0.720555648094451,0.702495567637524,0.0180600804569278,7551250,751250,6800000,34,725,22733,44
4,4,30,10,10,0.16553951751287,0.16553951751287,0.0172540680226009,0.719210923649304,0.689461907916166,0.0297490157331376,7501250,641250,6860000,32,735,22723,46
4,4,30,10,15,0.160857908847185,0.160857908847185,0.0026604016563892,0.70819024566525,0.696660807859546,0.0115294378057041,6962500,736250,6226250,33,698,22760,45
4,4,30,15,0,0.170362903225806,0.170362903225806,0.0195402341216017,0.726377419866732,0.695573758665241,0.0308036612014908,7985000,672500,7312500,33,749,22709,45
4,4,30,15,5,0.163805787150564,0.163805787150564,0.0117485420700632,0.722847220885258,0.701493777203556,0.0213534436817013,7441250,692500,6748750,34,772,22686,44
4,4,30,15,10,0.158730158730159,0.158730158730159,0.00790748962595397,0.713043378600087,0.695573758665241,0.0174696199348456,6885000,672500,6212500,33,749,22709,45
4,4,30,15,15,0.154865002547122,0.154865002547122,0.00320623477460991,0.702155325982529,0.689973460478192,0.0121818655043368,6416250,671250,5745000,32,711,22747,46
4,6,30,0,0,0.272636815920398,0.272636815920398,0.123799606618072,0.877212508779312,0.689547166676504,0.187665342102808,18322500,646250,17676250,32,731,22727,46
4,6,30,0,5,0.239701523050189,0.239701523050189,0.0977601311087972,0.820986302013688,0.682753245844728,0.13823305616896,14706250,575000,14131250,31,749,22709,47
4,6,30,0,10,0.208720810084728,0.208720810084728,0.0542264280622563,0.774452626957783,0.696127940607436,0.0783246863503471,11587500,705000,10882500,33,723,22735,45
4,6,30,0,15,0.183932346723044,0.183932346723044,0.0351799474907987,0.734664126769028,0.683818980348949,0.0508451464200795,9060000,637500,8422500,31,699,22759,47
4,6,30,5,0,0.237556561085973,0.237556561085973,0.079122264720642,0.816087933336277,0.702452938257355,0.113634995078922,14430000,748750,13681250,34,727,22731,44
4,6,30,5,5,0.195696721311475,0.195696721311475,0.0520451921177776,0.758424400180611,0.683030336815826,0.0753940633647856,10385000,591250,9793750,31,736,22722,47
4,6,30,5,10,0.175373529723429,0.175373529723429,0.0225559557024167,0.722483214678505,0.690143977998868,0.0323392366796372,8238750,681250,7557500,32,703,22755,46
4,6,30,5,15,0.171331549701585,0.171331549701585,0.0171259422249492,0.723257176385696,0.696085311227267,0.027171865158429,7987500,702500,7285000,33,725,22733,45
4,6,30,10,0,0.20857596611964,0.20857596611964,0.0539367908619081,0.767807158965875,0.69614925529752,0.0716579036683545,11378750,706250,10672500,33,722,22736,45
4,6,30,10,5,0.174638942947864,0.174638942947864,0.0275801194184526,0.728908429829625,0.689270075705407,0.0396383541242181,8331250,630000,7701250,32,744,22714,46
4,6,30,10,10,0.170199755401549,0.170199755401549,0.0130833043849133,0.723754283659686,0.702261106046595,0.0214931776130906,7920000,737500,7182500,34,736,22722,44
4,6,30,10,15,0.160718012940931,0.160718012940931,0.00267203592943666,0.705586055939132,0.696639493169462,0.00894656276966999,6907500,735000,6172500,33,699,22759,45
4,6,30,15,0,0.195852534562212,0.195852534562212,0.058150730193741,0.753168654526054,0.670721376557339,0.0824472779687158,10250000,523750,9726250,29,712,22746,49
4,6,30,15,5,0.171431530971618,0.171431530971618,0.0153293550018923,0.721969291383333,0.696362402198364,0.0256068891849685,7967500,718750,7248750,33,712,22746,45
4,6,30,15,10,0.165690988919088,0.165690988919088,0.0127273177909814,0.71210150472503,0.690165292688952,0.0219362120360781,7377500,682500,6695000,32,702,22756,46
4,6,30,15,15,0.164686262247238,0.164686262247238,0.021829119390095,0.711315463616888,0.677216891727933,0.0340985718889558,7292500,577500,6715000,30,708,22750,48
4,2,40,0,0,0.162957857424183,0.162957857424183,0.00784836837308781,0.720780399705101,0.701962700385413,0.0188176993196876,7340000,720000,6620000,34,750,22708,44
4,2,40,0,5,0.163401909636775,0.163401909636775,0.0168654975586225,0.721493023199647,0.69489168858254,0.0266013346171061,7386250,632500,6753750,33,781,22677,45
4,2,40,0,10,0.160755551090124,0.160755551090124,0.0017328425960417,0.713344153984819,0.708799250597358,0.00454490338746116,7043750,793750,6250000,35,730,22728,43
4,2,40,0,15,0.156631209134381,0.156631209134381,0.00422669971280421,0.713367599235609,0.714335604714154,0.000968005478545031,6726250,791250,5935000,36,771,22687,42
4,2,40,5,0,0.159015755689555,0.159015755689555,0.00055871239555183,0.71760307893091,0.714143772503394,0.00345930642751657,6982500,780000,6202500,36,780,22678,42
4,2,40,5,5,0.160228054654478,0.160228054654478,0.00355840380398517,0.717141496308661,0.707946662993982,0.00919483331467918,7068750,743750,6325000,35,770,22688,43
4,2,40,5,10,0.156720916214587,0.156720916214587,0.00561674612307525,0.707583958275554,0.708777935907274,0.00119397763171936,6642500,792500,5850000,35,731,22727,43
4,2,40,5,15,0.157847263980758,0.157847263980758,0.00897386669579467,0.709686304107451,0.71518819231753,0.00550188821007913,6762500,841250,5921250,36,731,22727,42
4,2,40,10,0,0.161274461598977,0.161274461598977,0.00147418216232467,0.718590426398912,0.714612695685251,0.00397773071366103,7173750,807500,6366250,36,758,22700,42
4,2,40,10,5,0.158953917946724,0.158953917946724,0.00549052649772072,0.717593605690447,0.720639287673988,0.0030456819835416,6977500,833750,6143750,37,776,22682,41
4,2,40,10,10,0.157484251574843,0.157484251574843,0.00596910005969098,0.709631832974783,0.695680332115663,0.0139515008591196,6733750,678750,6055000,33,744,22714,45
4,2,40,10,15,0.144771364317841,0.144771364317841,0.00179042844262442,0.703724326337585,0.694294877260177,0.00942944907740839,5595000,597500,4997500,33,809,22649,45
4,2,40,15,0,0.160945249440825,0.160945249440825,0.00538969388526908,0.720479624320369,0.707776145473306,0.0127034788470626,7181250,733750,6447500,35,778,22680,43
4,2,40,15,5,0.156725950673086,0.156725950673086,0.00203987242012915,0.712093924093941,0.70189875631516,0.0101951677787814,6713750,716250,5997500,34,753,22705,44
4,2,40,15,10,0.148880991259245,0.148880991259245,0.0055118156320049,0.705062183702755,0.688673264383044,0.0163889193197114,5971250,595000,5376250,32,772,22686,46
4,2,40,15,15,0.143077367761827,0.143077367761827,0.00463973161149464,0.69578150010285,0.6950835207933,0.000697979309549734,5361250,643750,4717500,33,772,22686,45
4,4,40,0,0,0.213540641605983,0.213540641605983,0.0518155742205383,0.794898217608448,0.71446349285466,0.0804347247537874,12482500,798750,11683750,36,765,22693,42
4,4,40,0,5,0.20017662643509,0.20017662643509,0.0460515131078006,0.77611659756785,0.701813497554823,0.0743031000130271,11146250,711250,10435000,34,757,22701,44
4,4,40,0,10,0.17467689822294,0.17467689822294,0.0227431965654817,0.732173140227737,0.695744276185917,0.0364288640418204,8405000,682500,7722500,33,741,22717,45
4,4,40,0,15,0.165521549031855,0.165521549031855,0.00747557202036087,0.712726500745284,0.696639493169462,0.016087007575822,7377500,735000,6642500,33,699,22759,45
4,4,40,5,0,0.203117144293615,0.203117144293615,0.0586623446664015,0.773820288156811,0.683158224956332,0.0906620632004789,11253750,598750,10655000,31,730,22728,47
4,4,40,5,5,0.171212422854868,0.171212422854868,0.0142617502091277,0.730397383341478,0.70798929237415,0.0224080909673275,8127500,746250,7381250,35,768,22690,43
4,4,40,5,10,0.169996861596401,0.169996861596401,0.0148077248359746,0.717875910294991,0.690485013040218,0.0273908972547731,7786250,701250,7085000,32,687,22771,46
4,4,40,5,15,0.166088510459371,0.166088510459371,0.0111998366936405,0.711507296736285,0.690442383660049,0.0210649130762351,7393750,698750,6695000,32,689,22769,46
4,4,40,10,0,0.191254058441558,0.191254058441558,0.0368489721563631,0.754598400285007,0.701856126934991,0.052742273350016,10015000,713750,9301250,34,755,22703,44
4,4,40,10,5,0.168084452188173,0.168084452188173,0.00785825049165984,0.719566170166704,0.702708714538368,0.0168574556283363,7688750,763750,6925000,34,715,22743,44
4,4,40,10,10,0.165478615071283,0.165478615071283,0.0114169904214231,0.717257781354715,0.696063996537183,0.0211937848175325,7460000,701250,6758750,33,726,22732,45
4,4,40,10,15,0.160514482902855,0.160514482902855,0.00456906379954089,0.704911325406442,0.69059158649064,0.0143197389158019,6881250,707500,6173750,32,682,22776,46
4,4,40,15,0,0.182451824518245,0.182451824518245,0.0344407236856827,0.739720934373841,0.689419278535998,0.0503016558378435,9090000,638750,8451250,32,737,22721,46
4,4,40,15,5,0.165029867368634,0.165029867368634,0.00791341635199838,0.717842516102997,0.702261106046595,0.0155814100564017,7438750,737500,6701250,34,736,22722,44
4,4,40,15,10,0.158246805111821,0.158246805111821,0.0109171550197401,0.71103576517283,0.689312705085576,0.0217230600872546,6815000,632500,6182500,32,742,22716,46
4,4,40,15,15,0.155512215150893,0.155512215150893,0.00284045942570221,0.701608484196103,0.690122663308783,0.0114858208873203,6457500,680000,5777500,32,704,22754,46
4,6,40,0,0,0.296939703060297,0.296939703060297,0.155430269098033,0.906354523982341,0.677003744827089,0.229350779155252,20508750,565000,19943750,30,718,22740,48
4,6,40,0,5,0.264301596927431,0.264301596927431,0.114028372883715,0.859588754535068,0.695488499904904,0.164100254630164,17267500,667500,16600000,33,753,22705,45
4,6,40,0,10,0.211128445137806,0.211128445137806,0.059613293622654,0.776041287344878,0.689952145788108,0.0860891415567704,11766250,670000,11096250,32,712,22746,46
4,6,40,0,15,0.183886054421769,0.183886054421769,0.0342721548078691,0.733347822045273,0.683946868489455,0.0494009535558178,9025000,645000,8380000,31,693,22765,47
4,6,40,5,0,0.279629243907519,0.279629243907519,0.117415503449504,0.87035649903745,0.702985805509465,0.167370693527985,18332500,780000,17552500,34,702,22756,44
4,6,40,5,5,0.202363522275675,0.202363522275675,0.0550251192338495,0.762491967708048,0.683605833448105,0.0788861342599429,10882500,625000,10257500,31,709,22749,47
4,6,40,5,10,0.175626472478047,0.175626472478047,0.02043733571762,0.720558492105308,0.690485013040218,0.0300734790650898,8212500,701250,7511250,32,687,22771,46
4,6,40,5,15,0.169465334294839,0.169465334294839,0.0152597268182033,0.720404314097398,0.696085311227267,0.0243190028701307,7801250,702500,7098750,33,725,22733,45
4,6,40,10,0,0.236927251852625,0.236927251852625,0.080677251852625,0.810668774283716,0.696383716888449,0.114285057395267,14208750,720000,13488750,33,711,22747,45
4,6,40,10,5,0.176185968233933,0.176185968233933,0.0249572347745756,0.725196346669959,0.689909516407939,0.0352868302620202,8351250,667500,7683750,32,714,22744,46
4,6,40,10,10,0.172163451566065,0.172163451566065,0.0128382406944625,0.722717439529618,0.702580826397861,0.0201366131317573,8032500,756250,7276250,34,721,22737,44
4,6,40,10,15,0.160815640109313,0.160815640109313,0.00185610253705823,0.704307644177232,0.696767381309968,0.00754026286726417,6892500,742500,6150000,33,693,22765,45
4,6,40,15,0,0.214643827031544,0.214643827031544,0.0594227545950433,0.779737030184102,0.696234514057858,0.0835025161262445,12067500,711250,11356250,33,718,22740,45
4,6,40,15,5,0.173968388670839,0.173968388670839,0.020270021715988,0.720347712504984,0.690271866139374,0.03007584636561,8101250,688750,7412500,32,697,22761,46
4,6,40,15,10,0.166347789115646,0.166347789115646,0.0108570213799806,0.709596784023784,0.690527642420387,0.0190691416033969,7375000,703750,6671250,32,685,22773,46
4,6,40,15,15,0.165154073448713,0.165154073448713,0.0203664286610677,0.709435738935896,0.677515297389114,0.0319204415467813,7290000,595000,6695000,30,694,22764,48
4,2,50,0,0,0.167755344418052,0.167755344418052,0.0050067006567503,0.726661379230282,0.714612695685251,0.0120486835450307,7805000,807500,6997500,36,758,22700,42
4,2,50,0,5,0.168379833578072,0.168379833578072,0.0132379896064403,0.729997138931874,0.707712201403053,0.0222849375288209,7916250,730000,7186250,35,781,22677,43
4,2,50,0,10,0.16085114965712,0.16085114965712,0.00209112222369956,0.712712053034218,0.708863194667611,0.00384885836660642,7040000,797500,6242500,35,727,22731,43
4,2,50,0,15,0.156646496193637,0.156646496193637,0.00421141265354844,0.713369967545725,0.714335604714154,0.000965637168429012,6727500,791250,5936250,36,771,22687,42
4,2,50,5,0,0.167570231641203,0.167570231641203,0.00642430505212463,0.72728400694042,0.714378234094323,0.0129057728460971,7803750,793750,7010000,36,769,22689,42
4,2,50,5,5,0.162713193491472,0.162713193491472,0.00548048908895654,0.721391185864658,0.708031921754319,0.0133592641103392,7332500,748750,6583750,35,766,22692,43
4,2,50,5,10,0.156736662312871,0.156736662312871,0.00560100002479186,0.70758632658567,0.708777935907274,0.00119160932160345,6643750,792500,5851250,35,731,22727,43
4,2,50,5,15,0.15786308509572,0.15786308509572,0.00895804558083221,0.709688672417567,0.71518819231753,0.00549951989996311,6763750,841250,5922500,36,731,22727,42
4,2,50,10,0,0.164905697639972,0.164905697639972,0.00624749274423345,0.723008265973146,0.708245068655163,0.0147631973179824,7526250,761250,6765000,35,756,22702,43
4,2,50,10,5,0.159124087591241,0.159124087591241,0.00546665973971996,0.717619657101723,0.720660602364073,0.00304094526234999,6991250,835000,6156250,37,775,22683,41
4,2,50,10,10,0.1575,0.1575,0.00598484848484851,0.709634201284899,0.695680332115663,0.0139538691692357,6735000,678750,6056250,33,744,22714,45
4,2,50,10,15,0.144771364317841,0.144771364317841,0.00179042844262442,0.703724326337585,0.694294877260177,0.00942944907740839,5595000,597500,4997500,33,809,22649,45
4,2,50,15,0,0.163731697665216,0.163731697665216,0.00550384956394986,0.720894078590669,0.70818112458491,0.0127129540057588,7400000,757500,6642500,35,759,22699,43
4,2,50,15,5,0.156756756756757,0.156756756756757,0.00207067850379955,0.712098660714173,0.70189875631516,0.0101999043990134,6716250,716250,6e+06,34,753,22705,44
4,2,50,15,10,0.148880991259245,0.148880991259245,0.0055118156320049,0.705062183702755,0.688673264383044,0.0163889193197114,5971250,595000,5376250,32,772,22686,46
4,2,50,15,15,0.143284446159784,0.143284446159784,0.00456501620580752,0.69581702475459,0.695104835483384,0.000712189271205421,5380000,645000,4735000,33,771,22687,45
4,4,50,0,0,0.235212385867408,0.235212385867408,0.0755408530206924,0.823891029274168,0.708394271485754,0.115496757788414,14590000,770000,13820000,35,749,22709,43
4,4,50,0,5,0.199314397649363,0.199314397649363,0.0458847947612768,0.775351871250752,0.701706924104401,0.0736449471463514,11072500,705000,10367500,34,762,22696,44
4,4,50,0,10,0.174260026265279,0.174260026265279,0.0223263246078208,0.731465253353424,0.695744276185917,0.035720977167507,8361250,682500,7678750,33,741,22717,45
4,4,50,0,15,0.165521549031855,0.165521549031855,0.00747557202036087,0.712726500745284,0.696639493169462,0.016087007575822,7377500,735000,6642500,33,699,22759,45
4,4,50,5,0,0.217325534489714,0.217325534489714,0.05785086281992,0.793321636622303,0.702602141087946,0.0907194955343572,12640000,757500,11882500,34,720,22738,44
4,4,50,5,5,0.171383021123954,0.171383021123954,0.0144323484782138,0.730421066442638,0.70798929237415,0.0224317740684875,8140000,746250,7393750,35,768,22690,43
4,4,50,5,10,0.170014647415777,0.170014647415777,0.0146748415905346,0.717878278605107,0.690506327730302,0.0273719508748047,7787500,702500,7085000,32,686,22772,46
4,4,50,5,15,0.166105971404542,0.166105971404542,0.0112172976388107,0.711509665046401,0.690442383660049,0.0210672813863513,7395000,698750,6696250,32,689,22769,46
4,4,50,10,0,0.203121769691958,0.203121769691958,0.0561979864045381,0.766545087524417,0.689248761015323,0.0772963265090947,11042500,628750,10413750,32,745,22713,46
4,4,50,10,5,0.168136149272093,0.168136149272093,0.00760734851666384,0.719573275097052,0.702751343918536,0.0168219311785156,7692500,766250,6926250,34,713,22745,44
4,4,50,10,10,0.165799408223651,0.165799408223651,0.0158462685797893,0.717302779246919,0.689717684197179,0.0275850950497397,7483750,656250,6827500,32,723,22735,46
4,4,50,10,15,0.160514482902855,0.160514482902855,0.00456906379954089,0.704911325406442,0.69059158649064,0.0143197389158019,6881250,707500,6173750,32,682,22776,46
4,4,50,15,0,0.193438563912102,0.193438563912102,0.0416446356692312,0.753544977984128,0.695722961495832,0.0578220164882958,10118750,681250,9437500,33,742,22716,45
4,4,50,15,5,0.165096728451332,0.165096728451332,0.0076893210439245,0.717851989343461,0.702303735426764,0.0155482539166969,7443750,740000,6703750,34,734,22724,44
4,4,50,15,10,0.158389127610673,0.158389127610673,0.0109236898226541,0.711057079963874,0.68933401977566,0.0217230601882141,6826250,633750,6192500,32,741,22717,46
4,4,50,15,15,0.155512215150893,0.155512215150893,0.00284045942570221,0.701608484196103,0.690122663308783,0.0114858208873203,6457500,680000,5777500,32,704,22754,46
