max_depth,nrounds,alpha,gamma,eta,train_f2_score,val_f2_score,f2_score_diff,train_auc,val_auc,auc_diff,train_gain,val_gain,gain_diff
3,20,0,0,0.7,0.250975496359211,0.221382451438942,0.0295930449202687,0.811474120254562,0.772040755640396,0.0394333646141657,25714500,5271250,20443250
2,40,5,0,1,0.252831609702357,0.222810477105231,0.0300211325971261,0.810122317794714,0.770250605120233,0.0398717126744806,25748750,5274000,20474750
3,40,5,5,1,0.254385761558469,0.224658688538324,0.0297270730201454,0.810080735238828,0.76938952051923,0.040691214719598,25850500,5294500,20556000
3,20,10,0,1,0.254093263100335,0.222388133426713,0.0317051296736216,0.812072255806272,0.770162958588626,0.0419092972176456,25964000,5263750,20700250
2,40,0,0,1,0.251569467914639,0.212884438915977,0.0386850289986616,0.813012117895801,0.760054454590427,0.0529576633053736,25858250,4930000,20928250
3,30,0,5,0.5,0.254878140659134,0.224453469233872,0.0304246714252618,0.817869808832785,0.775889108532553,0.0419807003002316,26403500,5388000,21015500
3,20,0,5,1,0.255649172283055,0.220500647158466,0.0351485251245891,0.816024831488361,0.769238598427562,0.0467862330607995,26328250,5216250,21112000
3,40,10,0,0.5,0.257614333834414,0.2285031800124,0.0291111538220141,0.819006441917304,0.779589530101856,0.0394169118154481,26662500,5517750,21144750
3,20,5,0,1,0.256889307248511,0.22121173020991,0.0356775770386004,0.815178924463686,0.767568593735196,0.0476103307284898,26356750,5202750,21154000
3,30,10,0,0.7,0.25698799569176,0.224535411817551,0.0324525838742082,0.817843084152099,0.773825330043533,0.0440177541085655,26542500,5358750,21183750
3,30,0,0,0.5,0.256261803792996,0.224099547256845,0.0321622565361504,0.819533396951097,0.775540230056321,0.0439931668947752,26606000,5377500,21228500
2,40,0,5,1,0.255415251580217,0.218930006795004,0.0364852447852132,0.817359101399216,0.768309971572289,0.0490491298269275,26407000,5168250,21238750
3,20,0,0,1,0.258832886277493,0.217258018357795,0.041574867919698,0.820183586759846,0.764133682275195,0.0560499044846515,26819250,5073750,21745500
3,40,5,0,0.5,0.260724995133146,0.226256289990049,0.0344687051430967,0.824437902467552,0.778607455709723,0.0458304467578287,27233750,5463500,21770250
3,30,5,0,0.7,0.261713936375719,0.221947390620745,0.0397665457549731,0.826644263244367,0.773954457280654,0.0526898059637129,27447750,5313250,22134500
3,40,0,5,0.5,0.262793624821145,0.223829451570351,0.0389641732507933,0.826747301050797,0.773990367627225,0.0527569334235726,27526250,5347750,22178500
3,30,10,0,1,0.266601709420911,0.221909977499989,0.0446917319209218,0.824599827986166,0.766534352776965,0.0580654752092011,27612500,5203000,22409500
3,30,0,5,0.7,0.264559355603534,0.220944309046846,0.0436150465566877,0.830217599962182,0.771381476212951,0.0588361237492312,27877000,5254750,22622250
3,40,10,0,0.7,0.267519436930138,0.224227529313927,0.0432919076162109,0.830918027227605,0.772579455705746,0.0583385715218587,28113750,5334250,22779500
3,30,0,0,0.7,0.266369312055951,0.218873423382035,0.0474958886739168,0.830813919991406,0.765644636752512,0.0651692832388939,28034750,5129250,22905500
3,40,0,0,0.5,0.268065910828101,0.221573464505012,0.0464924463230889,0.834803369660812,0.771201476980349,0.0636018926804634,28416250,5264000,23152250
3,30,0,5,1,0.270893845321706,0.215904154735674,0.0549896905860321,0.831508146687292,0.759766699247788,0.0717414474395042,28359500,4987250,23372250
3,30,5,0,1,0.273236773415083,0.221857012713913,0.0513797607011701,0.835069831868465,0.766810553499555,0.0682592783689094,28753000,5205000,23548000
3,40,0,5,0.7,0.27527445361767,0.222734761766134,0.0525396918515355,0.840580176751294,0.770511839578307,0.0700683371729873,29270250,5274250,23996000
3,40,5,0,0.7,0.273545651319543,0.219781172529591,0.0537644787899527,0.841456118801981,0.769677694315473,0.0717784244865087,29225500,5207000,24018500
3,30,0,0,1,0.275731378927823,0.2153711776017,0.0603602013261229,0.839418206190809,0.758762825723862,0.0806553804669468,29211500,4960750,24250750
3,40,10,0,1,0.279170577059299,0.221668026097941,0.0575025509613578,0.840701381284486,0.76381557631551,0.0768858049689759,29508750,5157750,24351000
3,40,0,0,0.7,0.278010755220549,0.216717796970893,0.061292958249656,0.847186434233046,0.764654008772971,0.0825324254600757,29906250,5074000,24832250
3,40,0,5,1,0.282709142299995,0.214647399767555,0.0680617425324402,0.845336962592591,0.756600705748533,0.0887362568440573,30041000,4920000,25121000
3,40,5,0,1,0.289786318657476,0.219167055603315,0.0706192630541604,0.853123993011457,0.759489646628693,0.0936343463827635,31017250,5045750,25971500
3,40,0,0,1,0.290749708976908,0.21247367387224,0.0782760351046676,0.854417858653883,0.751728805116282,0.1026890535376,31168000,4804750,26363250
